,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRINITY_DN50_c0_g2,136.333057541167,2.2417443868806,0.832942606090559,2.69135516719728,0.00711623898703695,0.0467449527546681
TRINITY_DN50_c0_g3,67.5719747590969,0.602027473433607,1.4702418087435,0.409475142016342,0.682191005523715,0.927953673080792
TRINITY_DN50_c0_g4,1623.34651624622,2.99566742816311,0.521930053177352,5.73959558359667,9.49029073571311e-09,3.02501336841138e-07
TRINITY_DN59_c0_g1,16096.4121057609,4.73126527011695,1.31209192111509,3.60589467397684,0.000311079300814442,0.00334878036797802
TRINITY_DN15_c0_g1,1124.12088984461,0.53581446472041,0.557434270774079,0.96121550613735,0.33644382138483,0.717336997502783
TRINITY_DN15_c0_g2,2989.62103010838,0.178780627372932,0.518066238493273,0.345092218116533,0.730025043565178,0.94125745044212
TRINITY_DN58_c0_g1,3150.93338715985,-0.280107506548515,0.960270157178464,-0.291696565236962,0.770518635617181,0.954036965047098
TRINITY_DN69_c0_g1,1002.1744134496,0.421980808365295,1.01920381230309,0.414029856709174,0.67885224124581,0.927702408487564
TRINITY_DN52_c0_g1,4589.27257759974,-0.0594563538111811,0.549757749181,-0.108150096837663,0.913876629633976,0.985903505896819
TRINITY_DN52_c1_g1,1448.13292302479,-0.0634444896563208,0.685076385101442,-0.0926093659569455,0.926213902771059,0.98852713137763
TRINITY_DN82_c0_g2,234.125980568712,3.41171906769467,0.700044921968921,4.87357162465944,1.0959850643769e-06,2.32470609766168e-05
TRINITY_DN82_c1_g1,2035.27424941169,0.0858265282152755,0.526907216775784,0.16288736514269,0.870607119120649,0.978768965215985
TRINITY_DN82_c2_g1,4080.27200280695,-0.297805779601211,0.65481521805186,-0.454793614124016,0.649257724838363,0.917087904347967
TRINITY_DN82_c2_g2,177.960184384061,1.20148932936169,0.585828897517032,2.05092192354126,0.0402745507638875,0.179986228813721
TRINITY_DN82_c2_g3,92.0421883179271,0.465717105168154,0.903924372110867,0.515216891520028,0.60640146666896,0.90251070676017
TRINITY_DN82_c3_g2,1400.21735437796,-0.0154049762742171,0.471283584229158,-0.0326872753257761,0.97392397128896,0.996604370716136
TRINITY_DN82_c14_g1,1732.65280406712,0.011353551575616,0.715468879576937,0.0158686868146235,0.987339151158368,0.99764528025494
TRINITY_DN42_c0_g1,1525.52142071297,0.462135751827476,0.788502783541013,0.58609273356286,0.557813199108682,0.883654035414633
TRINITY_DN42_c1_g1,1805.34088063629,0.480415719602727,0.808327597970204,0.594332942249035,0.552289449667574,0.880557260090812
TRINITY_DN42_c3_g1,209.203138619075,0.43027478529818,0.503860596242881,0.853956011854458,0.393129362717576,0.770051095193169
TRINITY_DN42_c5_g2,9.43991764114988,-0.434264680763073,1.53392448652951,-0.283106948599271,0.777094855196506,0.955553784195002
TRINITY_DN42_c13_g1,22895.4548283551,-0.0617975184336158,0.956718717842977,-0.0645931947197028,0.948497903222856,0.992278070261856
TRINITY_DN25_c0_g2,438.205906258192,3.83961421022539,0.555829490014492,6.90789941736498,4.91882518196839e-12,2.73496231234301e-10
TRINITY_DN25_c0_g3,3730.18483393551,0.904393876351849,0.705075701776622,1.28269046014916,0.19960054346443,0.540031799891716
TRINITY_DN25_c0_g4,2740.42114511874,2.71259891230705,0.71596975567066,3.78870600444025,0.000151433992493,0.0018039781071397
TRINITY_DN39_c0_g1,2580.13489102652,0.157472854197728,0.625562049267368,0.251730191085207,0.801249619181205,0.963030103177585
TRINITY_DN21_c0_g1,1219.44574839532,0.422426822182994,0.516154053275957,0.818412292806595,0.41312180478969,0.78524965465734
TRINITY_DN67_c0_g1,1128.73583581152,-0.836773767164013,0.582673374312767,-1.43609405209384,0.150975580362095,0.452808142829913
TRINITY_DN67_c1_g1,732.96873949485,0.0454413551046933,0.500601615523912,0.090773488729428,0.92767257599174,0.98852713137763
TRINITY_DN24_c0_g1,2099.86948856601,-1.32906851187962,0.612098726800116,-2.17133029965218,0.0299062134921625,0.143957036914995
TRINITY_DN24_c1_g1,504.067058465805,5.54541586659791,0.877644808571553,6.3185195336865,2.64080920496334e-10,1.11410050216023e-08
TRINITY_DN32_c0_g1,485.842118240203,-2.64659513967588,0.496813155014373,-5.32714384263701,9.97691523998434e-08,2.68252552015917e-06
TRINITY_DN4_c0_g1,790.914570226704,-0.633059300746566,0.44205777755008,-1.43207366298367,0.152122740904121,0.454700906658612
TRINITY_DN86_c0_g2,2343.07966413179,0.191815992756734,1.00950169921117,0.190010569478604,0.849300848169067,0.974120993118667
